Name,Department,Rating,Difficulty,Number of Reviews,Would Take Again
Angelica Stacy,Chemistry,4.0,3.6,56.0,73%
David Roland-Holst,Economics,3.5,3.3,28.0,56%
Sarah Zyba,Public Health,3.6,3.4,5.0,60%
David Shraub,Political Science,1.0,5.0,1.0,0%
Jon Wilkening,Mathematics,3.4,3.6,52.0,73%
Luvreet Sangha,Mathematics,4.5,3.5,2.0,100%
Mark Barnby,Biology,3.6,4.1,5.0,60%
Paul Duguid,Information Systems,1.8,3.8,4.0,100%
Michael Deweese,Physics,3.4,3.3,55.0,62%
Semeon Artamonov,Mathematics,2.6,3.6,5.0,20%
Jenny Chai,Music,5.0,3.3,3.0,67%
Dylan Penningroth,History,,,,
Stephanie Peng,Political Science,,,,
Howard D'Abrera,Statistics,3.7,3.5,452.0,0%
James Conway,Mathematics,5.0,3.5,2.0,100%
Maciej Zworski,Mathematics,4.0,5.0,104.0,94%
Beverly Davis,Aerospace Studies,5.0,1.5,2.0,100%
Evan Miller,Chemistry,4.6,4.1,17.0,100%
Michel DuPage,MolecularCellular Biology,2.5,4.5,2.0,100%
Mikiko Soga,East Asian Studies,5.0,1.6,4.0,100%
Haluk Ergin,Economics,5.0,4.0,1.0,100%
Bob Knight,Psychology,4.0,3.2,22.0,86%
Diego Pirillo,Italian,4.5,3.1,7.0,100%
Mark Scott,English,5.0,2.8,4.0,100%
Denis Auroux,Mathematics,4.7,2.9,29.0,84%
Pablo Gonzalez,Ethnic Studies,5.0,2.6,28.0,96%
Evan Williams,Chemistry,3.0,5.0,2.0,0%
Anne Collins,Cognitive Science,2.0,3.3,3.0,34%
Deirdre Mulligan,Information Systems,2.3,4.0,5.0,0%
Lizzie Vinyard Boyle,English,5.0,2.5,2.0,100%
Melvin Pomerantz,Physics,3.2,2.9,18.0,0%
Annie Danis,Anthropology,3.3,3.8,5.0,60%
David Limmer,Chemistry,4.0,4.5,2.0,50%
Ilan Adler,Industrial Engineering,2.6,3.3,13.0,17%
Michael Watts,Geography,4.1,3.8,54.0,94%
Timothy Hampton,French,4.5,2.9,16.0,100%
Harsha Ram,Comparative Literature,4.3,3.8,12.0,67%
Marion Fourcade-Gourinchas,Sociology,3.8,3.2,30.0,100%
Jessica Lustbader,Business Administration,,,,
Heidi Weller,Business Administration,,,,
Lauren Cooper,Business Administration,5.0,3.0,1.0,100%
Jennifer Chatman,Business Administration,5.0,3.0,1.0,100%
Lisa Jacobson,Film,5.0,3.0,1.0,100%
Peyton Provenzano,Legal Studies,,,,
Garreth O'Brien,English,,,,
Travis Petzoldt,Naval Science,4.0,1.5,2.0,100%
Peter Hosemann,Nuclear Engineering,4.6,2.0,5.0,100%
Sung-Jin Oh,Mathematics,4.9,3.4,19.0,100%
Kyle Brudvik,Biology,,,,
Bernhard Boser,Electrical Engineering,3.0,3.6,32.0,58%
Richard Rhodes,Linguistics,2.4,2.0,20.0,100%
Jocelyn Breton,Biology,,,,
Eve Sweetser,Cognitive Science,2.3,3.9,17.0,50%
Gordon Steil,Education,4.9,1.9,7.0,
Vladimir Stojanovic,Electrical Engineering,4.6,3.9,8.0,100%
Hanh Tran,Languages,3.3,2.9,22.0,42%
Sara Hong,Writing,3.0,4.0,3.0,50%
Noah Whiteman,Biology,4.4,2.9,12.0,91%
Matthew Van Dusen,Data Science,1.0,3.5,2.0,0%
Yasuko Konno Baker,Japanese,4.8,2.5,19.0,100%
Jaclyn Zhou,English,,,,
Isabel Richter,History,5.0,2.0,1.0,100%
Tarek Zohdi,Engineering,,,,
Samera Esmeir,Rhetoric,4.3,3.1,8.0,75%
Rudabeh Pakravan,Architecture,4.0,3.5,2.0,100%
Kathy Moran,American Studies,4.2,2.8,43.0,85%
Jason Corburn,Public Health,4.0,2.5,7.0,100%
Joshua Povich,Biology,1.0,5.0,2.0,0%
Keith Budner,Art History,3.5,3.6,5.0,75%
Rosemary Gillespie,Biology,4.8,2.8,6.0,100%
Arthur Middleton,Environ. Sci. Policy amp Mgmt.,4.7,2.7,3.0,100%
David Walter,English,5.0,3.0,2.0,100%
Brandon Collins,Environ. Sci. Policy & Mgmt.,5.0,2.0,1.0,100%
Emmanuel Saez,Economics,3.6,4.0,14.0,84%
Andrew Barshay,History,4.3,3.1,29.0,90%
Zachary Hicks,Slavic Languages & Literatures,5.0,2.0,1.0,100%
Hei-Sook Sul,Nutrition,3.0,3.2,9.0,34%
Louisa Man,Chemistry,,,,
Ramona Nadaff,Rhetoric,4.1,3.5,16.0,100%
Meg Alvarado Saggese,Rhetoric,3.9,4.3,3.0,100%
Jennifer Lum,Rhetoric,5.0,3.0,2.0,100%
James Graham,Theatre & Dance,5.0,2.3,5.0,100%
Alice Ciciora,Political Science,,,,
Jennifer Ochoa,Education,5.0,1.0,1.0,100%
Sue Johannessen,Physical Education,4.6,3.0,19.0,100%
Pheng Cheah,Rhetoric,4.3,4.1,6.0,100%
Li Hua Zhang,Chinese,5.0,2.6,15.0,100%
Dylan Sailor,Classics,4.9,1.9,17.0,100%
Layne Little,Not Specified,4.4,2.3,8.0,100%
Ethan Shagan,History,5.0,3.3,42.0,90%
David Bates,Rhetoric,3.6,3.3,28.0,86%
John Wallace,Japanese,3.9,2.7,31.0,78%
Tasios Melis,Biology,4.9,2.5,10.0,100%
Calvin Morrill,Legal Studies,5.0,4.0,1.0,100%
Jeremy Thorner,Biology,2.9,4.4,35.0,100%
Charles Pugh,Mathematics,3.3,4.4,35.0,100%
Tabitha Kanogo,History,3.4,2.9,22.0,40%
Brian Powers,Sociology,2.5,2.6,132.0,49%
Bonnie McClure,East Asian Studies,,,,
Phillip Geissler,Chemistry,4.5,3.9,58.0,81%
Yukiko Tsuchiya,Japanese,5.0,3.0,3.0,100%
Sansan Kwan,Theatre & Dance,5.0,2.0,6.0,100%
Daniel Rokhsar,Biology,3.7,2.1,13.0,100%
Jeroen Dewulf,German,5.0,2.4,56.0,100%
Rachel Stern,Legal Studies,4.2,2.8,9.0,72%
Kris Niyogi,Plant Biology,4.3,3.6,6.0,100%
Matt Pyle,Physics,3.5,3.5,24.0,53%
Marcial Gonzalez,English,4.2,3.1,17.0,75%
Larry Hyman,Linguistics,3.9,2.5,33.0,56%
Wen-Hsin Yeh,History,3.9,3.2,21.0,75%
Eva Nogales,Biology,4.3,3.4,7.0,100%
Thibault Fally,Economics,2.0,3.8,12.0,17%
Tianna Paschel,African-American Studies,4.9,2.9,8.0,100%
Bill Fanning,Business Administration,3.3,3.3,14.0,60%
Lillia Balint,German,4.0,3.0,1.0,100%
Becky Hsu,Writing,5.0,2.9,16.0,100%
Robert Sharf,East Asian Studies,4.1,3.6,42.0,94%
Horst Rademacher,Earth  Planetary Sciences,4.5,1.8,18.0,88%
P. Robert Beatty,Biology,4.8,4.0,77.0,88%
Michael Chang,Ethnic Studies,4.4,3.1,10.0,90%
Andrew Emerson,Military Affairs,4.9,2.6,19.0,95%
Terri Crisp,Writing,4.1,3.1,21.0,75%
Trevor Murphy,Classics,4.6,3.0,44.0,84%
Julia Bader,English,4.0,2.3,16.0,100%
John MacFarlane,Philosophy,4.0,3.7,33.0,75%
Omer Savas,Engineering,3.3,3.5,17.0,86%
David Steigmann,Engineering,2.5,3.5,20.0,40%
Delia Casadei,Music,5.0,2.2,7.0,100%
Gladys Wilkerson,African-American Studies,,,,
Alessandro Chiesa,Computer Science,5.0,2.0,1.0,100%
Sergey Levine,Computer Science,3.9,3.0,4.0,67%
David Marno,English,4.6,3.0,31.0,89%
Maximilian Auffhammer,Economics,4.9,3.3,6.0,100%
Max Auffhammer,International Studies,5.0,3.0,49.0,100%
Sabeeha Merchant,MolecularCellular Biology,2.1,4.8,26.0,24%
Kevin Weiner,Psychology,3.8,4.3,7.0,50%
T C Roberts,Music,4.5,1.2,4.0,67%
Lynn Huntsinger,Environmental Science,4.0,2.4,25.0,72%
Avishay Tal,Computer Science,4.5,3.5,2.0,100%
Paul Haacke,Comparative Literature,4.8,2.3,3.0,
Lauren Williams,Mathematics,3.6,3.4,15.0,100%
Donna Petrine,Law,5.0,3.0,1.0,
Ahmet Yildiz,Physics,4.3,3.9,14.0,86%
Nadesan Permaul,Rhetoric,4.4,3.3,46.0,85%
Jacopo di Bonito,Mathematics,4.5,3.0,2.0,100%
As'Ad Abukhalil,Near Eastern Studies,2.7,3.0,11.0,0%
Claudia Carr,Environmental Science,5.0,4.0,57.0,94%
Pratiti Pratiti,English,,,,
Britt Leake,Political Science,,,,
Janet Sorensen,English,4.4,2.9,25.0,100%
Seth Yalcin,Philosophy,4.5,3.4,19.0,86%
Ruoqi Yu,Statistics,3.0,3.5,2.0,100%
Melanie Abrams,English,5.0,2.4,15.0,100%
Alan Tansman,East Asian Studies,5.0,2.0,2.0,100%
Fred Selinger,Business Administration,,,,
Robin Mills,Public Health,,,,
Tim Tangherlini,Scandinavian,,,,
Robert Full,Biology,4.4,2.6,14.0,80%
Mark Blum,Asian Studies,3.6,4.3,7.0,67%
Ari Bible,Architecture,,,,
Peter Wilton,Business Administration,3.3,3.6,5.0,
Scott Straus,Political Science,5.0,3.0,2.0,100%
Miriam Greenberg,English,3.1,3.4,4.0,100%
Stephanie Ballenger,History,3.1,3.4,20.0,37%
Inez Fung,Environmental Science,2.9,3.0,6.0,75%
Dmitry Vaintrob,Mathematics,4.5,4.3,5.0,80%
Alexander Givental,Mathematics,1.9,4.1,90.0,84%
Dan Nomura,Nutrition,4.3,1.0,4.0,100%
Arpad Horvath,Civil Engineering,3.6,2.8,19.0,63%
Evan Variano,Civil Engineering,4.8,2.4,14.0,100%
Donald Hanna,Business Administration,3.0,4.6,17.0,55%
Max Stevenson,English,5.0,2.0,1.0,100%
John Danner,Business Administration,3.2,3.8,5.0,0%
Juan Liu,Biology,1.9,3.8,5.0,0%
Laxmi Kumaran,Theatre  Dance,5.0,1.6,10.0,100%
James Boman,Film,5.0,1.8,4.0,100%
Richard Dodd,Environ. Sci. Policy & Mgmt.,3.8,1.5,2.0,0%
Susan Maslan,French,4.1,2.1,10.0,80%
Birgitta Whaley,Chemistry,2.5,3.5,14.0,34%
Aaron Edlin,Economics,3.8,3.3,22.0,100%
Darya Kavitskaya,Linguistics,4.9,2.9,17.0,94%
Thomas Kent,Political Science,3.3,2.8,17.0,50%
Kristie Boering,Chemistry,3.8,4.3,48.0,43%
Ruixiang Zhang,Mathematics,1.6,4.6,24.0,75%
Daniel Tataru,Mathematics,3.2,3.9,29.0,50%
Enrique Lima,Ethnic Studies,4.4,2.5,16.0,85%
Thomas Chastain,Architecture,3.8,2.9,11.0,100%
Sahra Agahi,Political Science,5.0,2.0,1.0,100%
Samuel Stein,Geography,5.0,2.4,3.0,100%
Amelia Barili,Spanish,3.8,3.6,38.0,63%
Ori Ganor,Physics,4.6,2.9,17.0,90%
Serena Chen,Psychology,4.5,2.5,48.0,88%
Bruce Baldwin,Biology,3.9,3.3,21.0,79%
Chisako Cole,Writing,5.0,2.9,6.0,100%
Daniel Friedman,Writing,5.0,3.5,2.0,100%
Marti Hearst,Information Systems,,,,
Matthew Welch,Biology,4.6,3.0,4.0,100%
Krishna Niyogi,Biology,3.8,3.3,4.0,100%
Michael Zuerch,Chemistry,4.6,3.1,14.0,93%
James Stone-Lunde,History,3.6,3.4,5.0,100%
Marta Vuckovic,Nutrition,2.5,4.0,2.0,100%
Sarah Herbold,Comparative Literature,2.3,4.3,9.0,50%
Emma Logan,Art,5.0,2.7,7.0,100%
Dorian Liepmann,Bioengineering,4.1,2.5,16.0,90%
Albert Ruhi,Environ. Sci. Policy & Mgmt.,,,,
Sharad Chari,Geography,4.3,2.8,6.0,80%
Peng Zhou,Mathematics,3.5,5.0,2.0,100%
Kurt Cuffey,Geography,5.0,3.1,19.0,100%
Gabriel Orebi Gann,Physics,2.9,4.2,5.0,
Gemma Tronfi,Italian,5.0,4.0,1.0,100%
Ehren Tool,Art,,,,
Kevin Miao,Data Science,4.8,2.4,3.0,100%
Konrad Posch,Political Science,4.5,2.6,5.0,100%
Collin Ziegler,Music,,,,
George Starr,English,3.8,2.3,16.0,58%
Jakob Miethe,Economics,,,,
David Whitney,Psychology,4.0,4.1,7.0,72%
Rebecca Nieto,English,,,,
Poulomi Saha,English,4.5,3.8,26.0,90%
Bilal Homra,Aerospace Studies,,,,
Sholeh Asgary,Art,3.4,2.8,3.0,100%
Joni Wallis,Psychology,,,,
Tehmina Khan,English,4.8,1.4,3.0,100%
Sabrina Jaszi,Slavic Languages & Literatures,,,,
Na Ji,Physics,4.8,1.8,3.0,100%
Jiantao Jiao,Mechanical Engineering,,,,
Shimon Kolkowitz,Physics,4.0,4.1,9.0,100%
Ryan Lackey,English,5.0,2.0,1.0,100%
Fangyuan Lin,Mathematics,,,,
Karol LondoÃ±o,Languages,,,,
Portman Bridgette,English,,,,
John Isom,Geography,2.5,2.4,4.0,100%
Tanya Paul,Business Administration,,,,
Dag Macleod,Data Science,,,,
Tom Chastain,Architecture,,,,
Travis Bristol,African-American Studies,4.0,3.0,1.0,100%
Oscar Perea Rodriguez,Spanish,5.0,1.5,2.0,100%
Angela Hume,English,5.0,2.3,11.0,100%
Philipp Lenhard,History,5.0,2.5,2.0,100%
Eric Norman,Nuclear Engineering,,,,
Jimmy McGuire,Biology,,,,
Joel Fajans,Physics,2.7,3.6,31.0,100%
Franziska Weber,Mathematics,,,,
Natacha Crooks,Computer Science,4.5,4.5,2.0,100%
Gustav Steinhardt,Anthropology,5.0,4.0,1.0,100%
Terrance Odean,Business Administration,3.3,3.0,13.0,75%
Frances Nkara,Psychology,4.0,3.8,19.0,84%
Nancy  Liu,Psychology,,,,
Yu-Ling  Chang,Social Welfare,5.0,2.0,2.0,100%
Erik Hesse,Psychology,3.7,3.8,8.0,100%
Chelsea Gregory,Theatre & Dance,4.8,2.0,9.0,100%
Mary Ann Doane,Film,2.9,4.5,8.0,80%
Mario Muzzi,Economics,3.9,3.9,15.0,91%
Todd Olson,Art History,3.8,3.3,12.0,100%
Ben Spanbock,Writing,5.0,3.3,28.0,100%
Raluca Scarlat,Nuclear Engineering,2.4,3.8,6.0,67%
Alexis Shusterman,Chemistry,5.0,4.4,135.0,88%
Charlotte Smith,Public Health,4.3,2.4,9.0,100%
Dylan Riley,Sociology,3.9,4.1,46.0,69%
Christine Gehrig-Downie,Environ. Sci. Policy & Mgmt.,4.1,2.9,18.0,93%
Krystal Thomas,Business Administration,2.9,3.9,15.0,60%
Shobhana Murali Stoyanov,Statistics,3.0,4.9,142.0,44%
Richard Bamler,Mathematics,2.3,4.4,166.0,55%
Jeff Garnand,City & Regional Planning,4.0,2.0,1.0,100%
Kwanele Sosibo,English,3.0,5.0,1.0,
Ariana Pemberton,Art History,,,,
Somayeh  Sojoudi,Engineering,,,,
Thibaut  Mastrolia,Industrial Engineering,,,,
Daniel Stolper,Earth amp Planetary Sciences,3.9,3.6,8.0,100%
Alex Zettl,Physics,4.4,3.5,82.0,80%
Aaron Fisher,Psychology,4.0,3.3,16.0,59%
Alex Budak,Business Administration,4.9,2.9,8.0,100%
Christopher Gade,Psychology,3.5,2.7,200.0,69%
Liang Dai,Physics,5.0,4.0,1.0,100%
Chris Knaus,African-American Studies,4.5,3.0,21.0,
Mohammad Mofrad,Bioengineering,4.5,3.6,20.0,100%
Nikolaus Euba,German,5.0,1.9,7.0,100%
Carly Stair,Psychology,4.7,1.5,19.0,
Jill Banfield,Environmental Science,3.6,3.4,10.0,
Brian Gillis,English,5.0,3.4,5.0,100%
Rachel Brem,Biology,4.8,2.0,2.0,
Isabelle Philipp,Biology,2.2,2.3,3.0,
Tom Gehrig,"Art, Media, & Design",,,,
Liron Cohen,Chemistry,,,,
Esmée van der Hoeven,German,5.0,3.1,4.0,100%
Ramsey McGlazer,Comparative Literature,5.0,2.9,4.0,100%
Se' Sullivan,Women's Studies,1.0,1.5,2.0,0%
Aihwa Ong,Anthropology,2.3,2.4,48.0,
Michael Freeling,Plant Biology,3.2,2.1,26.0,
Michael Rape,Biology,3.3,3.9,9.0,100%
Russell Merritt,Film,2.8,3.5,23.0,34%
David Leonard,Molecular/Cellular Biology,,,,
Bharathy Rajulu,Languages,5.0,1.6,5.0,100%
Victoria Frede,History,4.1,3.4,14.0,80%
Blas Guerrero,Chicano Studies,4.0,3.0,11.0,67%
Holger Mueller,Physics,2.7,3.3,12.0,67%
Fiona McFarlane,English,3.9,3.0,5.0,80%
Allan Jacobs,Urban Design & Development,1.0,3.0,2.0,
Peter Hopkinson,Environ. Sci. Policy & Mgmt.,5.0,3.0,1.0,100%
Michael Arrigo,French,5.0,2.3,4.0,100%
Juana Maria Rodriguez,Women's Studies,5.0,2.6,17.0,100%
Courtney Morris,Women's Studies,4.9,1.8,6.0,100%
Carla Brunet,Music,4.4,2.9,9.0,89%
Joeva Rock,Interdisciplinary Studies,3.3,3.3,3.0,67%
Reid Dale,Philosophy,,,,
Samantha Gervase,History,5.0,2.5,11.0,100%
Laura Nelson,Women's Studies,2.6,3.5,5.0,67%
Emily Gottreich,International Studies,4.0,3.8,26.0,78%
Lilla Balint,German,4.5,2.8,8.0,100%
Daphne Edwards,Landscape Architecture amp Regional Planning,5.0,3.0,1.0,100%
Austin Andrews,Philosophy,2.0,2.0,1.0,0%
Alison Post,Political Science,2.5,4.3,15.0,25%
Emma Fraser,Mass Communications,,,,
David Broockman,Political Science,5.0,3.1,23.0,100%
Ramon  De Santiago,Art History,3.4,2.0,3.0,100%
pê feijó,Rhetoric,,,,
Silas Gifford,Statistics,,,,
Patrick  Gonzalez,Environ. Sci. Policy & Mgmt.,,,,
Shawn Kim,Business Administration,4.0,4.0,12.0,100%
Jun Sunseri,Anthropology,3.1,2.2,26.0,67%
Bruce Cain,Political Science,4.5,2.7,14.0,
Roger Purves,Statistics,2.9,3.7,98.0,
Bill Sonnenschein,Business Administration,4.2,2.2,9.0,
Robert Tjian,Biology,2.6,4.3,11.0,
Shannon Stimson,Political Science,3.1,2.7,17.0,
Michael Lugo,Statistics,2.7,3.8,8.0,
Leroy Kerth,Physics,2.9,2.4,11.0,
Richard Buxbaum,Law,3.5,4.0,1.0,
David Chandler,Chemistry,2.9,3.2,43.0,
Chris Chang,Chemistry,3.9,3.1,7.0,
Jennifer Dorfman,Psychology,,,,
Cindy Cox,Music,,,,
Jean Walrund,Computer Science,,,,
Nelson Maldonado-Torres,Ethnic Studies,3.7,3.2,26.0,
Martin Schwartz,Near Eastern Studies,2.4,2.7,7.0,
Carolyn Tipton,English,3.9,4.5,4.0,0%
Lisa Garcia Bedolla,Education,5.0,1.8,6.0,80%
Hyunhee Kwak,Languages,,,,
Federico Castillo,Chicano Studies,5.0,2.0,1.0,100%
Kaya Oakes,Writing,4.9,2.8,23.0,100%
Florian Grosser,Philosophy,4.1,3.1,12.0,84%
John Levi Martin,Sociology,1.2,4.1,8.0,
Ethan Kaplan,Economics,3.7,3.7,3.0,
Deborah Kang,History,4.4,3.1,10.0,
Polina Barskova,Slavic Languages & Literatures,5.0,2.4,3.0,100%
Isabelle Le Blanc,MolecularCellular Biology,4.1,3.0,4.0,75%
Kannan Ramchandran,Computer Science,4.1,4.4,8.0,100%
Paul Hilfinger,Computer Science,3.4,4.2,118.0,73%
Bridgette Portman,English,5.0,1.0,3.0,100%
Francis Annan,Environ. Sci. Policy & Mgmt.,5.0,2.5,2.0,100%
Patrick O'Grady,Environmental Science,4.4,1.8,4.0,
Chenming Hu,Electrical Engineering,4.2,2.3,3.0,
Veronica De Jesus,Art,3.0,1.7,3.0,
Amyrose McCue Gill,Comparative Literature,3.5,3.7,3.0,
Maurizio Franzini,Chemistry,1.4,4.6,7.0,
Peter Lorentzen,Political Science,4.0,3.0,1.0,100%
Nelly Timmons,French,4.7,2.3,20.0,100%
Wakae Kambara,Japanese,4.2,2.9,10.0,0%
Justin Vaccaro,Film,2.4,4.0,5.0,25%
Tesla Monson,Biology,,,,
Robert Merges,Law,,,,
Rebe Wiseman,Rhetoric,5.0,4.0,1.0,
Myra Melford,Music,5.0,3.0,1.0,100%
Americ Azevedo,International Studies,3.4,1.6,50.0,100%
Silvain Rideau,Mathematics,,,,
Marina Levina,Mass Communications,2.8,3.4,41.0,0%
Robert Leachman,Industrial Engineering,3.2,3.4,12.0,0%
Bernd Sturmfels,Mathematics,3.7,3.0,27.0,100%
Alexander Cook,History,4.5,2.5,13.0,100%
M Fish,Political Science,3.0,3.0,1.0,
Manuel Vallee,Sociology,3.7,2.2,9.0,
Abigail Andrews,Sociology,4.3,3.7,6.0,
Jacob Parker,Women's Studies,3.0,5.0,1.0,
Bahman Solati,Near Eastern Studies,4.8,3.0,21.0,
Andres Molina,Spanish,,,,
James Olzmann,Nutrition,5.0,3.5,2.0,100%
Clancy Slack,Chemistry,4.9,2.8,7.0,100%
Ethan Nowak,Philosophy,4.3,3.4,5.0,
Nirvikar Jassal,Political Science,,,,
Mohit Gourisaria,Law,,,,
Siyuan Sun,Industrial Engineering,4.2,3.7,3.0,100%
Saniya Taher,Comparative Literature,,,,
Derek Popple,Chemistry,5.0,2.0,2.0,100%
Anna Leong,Asian Studies,3.0,2.9,27.0,50%
Andrej Milivojevic,History,3.7,3.6,10.0,75%
Elizabeth Bolton,Mass Communications,3.0,3.3,4.0,50%
Michael Zaletel,Physics,5.0,3.7,11.0,100%
Joseph Horton,Writing,3.5,3.5,2.0,50%
Lisa Wymore,Theatre & Dance,3.8,2.0,10.0,50%
Christian Nagler,Theatre & Dance,,,,
Laura Nathan,Sociology,3.6,3.1,11.0,43%
Eli Kass,Business Administration,3.5,2.1,9.0,75%
Song Sun,Mathematics,2.5,2.5,9.0,45%
Michael Tamir,Legal Studies,,,,
Marco Torrez,Mass Communications,2.0,2.0,1.0,0%
Jeffrey Perloff,Economics,3.7,2.8,38.0,100%
Kathleen Gao,Computer Science,5.0,2.0,1.0,100%
Benjamin Blonder,Earth Science,5.0,3.0,19.0,100%
Lukasz Kowalski,Computer Science,,,,
Nicole King,MolecularCellular Biology,5.0,4.0,1.0,100%
Susan Hyde,Political Science,5.0,3.0,1.0,100%
David Wetzel,History,5.0,2.6,61.0,91%
Andrew Barlow,Sociology,3.6,2.9,57.0,100%
Matthew Potts,Environmental Science,3.0,3.6,8.0,63%
Christina Villarreal,Counseling,1.0,1.0,1.0,0%
Uros Seljak,Physics,1.4,4.3,4.0,0%
Raja Sengupta,Engineering,2.4,3.8,28.0,10%
Theodore (Ted) Slaman,Mathematics,3.6,2.9,26.0,67%
William Hanks,Anthropology,4.4,2.3,30.0,75%
Johan Walden,Business Administration,4.0,3.0,2.0,100%
Soojin Lee,Languages,5.0,2.3,10.0,100%
Dan Himelstein,Business Administration,3.9,1.9,12.0,78%
Imogen Hart,Art History,5.0,2.4,3.0,100%
Sourav Chatterjee,Statistics,4.5,2.0,4.0,100%
Rajan Udwani,Industrial Engineering,3.5,5.0,2.0,50%
Ivy Mills,Art History,3.9,3.6,6.0,75%
Dena Fehrenbacher,English,,,,
Robert Kaufman,Comparative Literature,3.4,3.4,16.0,67%
Bill Weigel,Linguistics,3.6,1.5,17.0,90%
Alan Weinstein,Mathematics,3.0,3.2,24.0,100%
Eric Falci,English,4.8,2.8,19.0,100%
Stefania Pandolfo,Anthropology,2.9,2.6,29.0,34%
Tae Kim,East Asian Studies,5.0,1.0,2.0,100%
Laurent El Ghaoui,Electrical Engineering,5.0,3.0,1.0,100%
Nema Lankarani,Cognitive Science,5.0,3.0,3.0,100%
Alexander Ullman,English,5.0,2.0,1.0,100%
Taehyun Kim,Asian Studies,3.0,2.0,1.0,0%
Geoffrey Koziol,History,3.7,3.0,22.0,80%
Adam Anderson,Data Science,2.0,2.0,1.0,0%
Audrie Lin,Public Health,,,,
Simon Rogghe,French,4.5,2.0,2.0,100%
Klara Libman,Slavic Languages & Literatures,5.0,2.4,5.0,100%
Evelyn Chang,Social Welfare,5.0,2.4,5.0,100%
Anibel Ferus-Comelo,Public Policy,5.0,2.5,2.0,100%
Gabriel Lenz,Political Science,4.5,3.0,4.0,100%
Alina Predescu,Film,2.3,4.0,3.0,0%
Gary  Mochizuki,Civil Engineering,,,,
Kristin Zodrow,English,,,,
Joseph Klett,Sociology,5.0,3.0,7.0,100%
Alp Sipahigil,Physics,,,,
Julien Lafortune,Economics,5.0,2.0,1.0,100%
Ann Keller,Public Health,5.0,4.0,1.0,100%
Maki Takata,Japanese,4.0,3.1,24.0,59%
Patina Mendez,Environmental Science,5.0,2.5,2.0,100%
Danya Lagos,Sociology,,,,
John Cutler,English,5.0,3.4,5.0,100%
Dana Swensen,English,,,,
Hernan Garcia,Molecular/Cellular Biology,1.0,5.0,3.0,
Cori Hayden,Anthropology,4.5,2.9,31.0,88%
Richard Ashcroft,Political Science,4.1,4.0,36.0,78%
Helen Lew,Biology,4.0,4.0,40.0,100%
Omar Hernandez,Business Administration,4.3,3.5,19.0,75%
Richard Allen,Earth Science,5.0,2.3,60.0,95%
Ronald Cohen,Chemistry,2.4,3.8,30.0,50%
Peter Zinoman,History,3.9,3.0,17.0,100%
Kurt Spreyer,Environmental Science,3.8,2.6,128.0,89%
Matthew Denham,Physical Education,5.0,3.5,2.0,100%
Lakshmi Eassey,Journalism,3.0,3.0,1.0,100%
Micheal Eisen,Molecular/Cellular Biology,,,,
Grace Erny,Classics,5.0,3.0,5.0,100%
Delarys Estrada,English,1.0,5.0,1.0,
Hany Farid,Computer Science,5.0,4.0,3.0,100%
Patricia Gaborik,Italian,,,,
Jay Graham,Public Health,5.0,2.0,1.0,100%
Marina Romani,Sociology,5.0,2.1,15.0,100%
Kameshwar Poolla,Engineering,4.6,2.8,27.0,92%
Mina Aganagic,Mathematics,4.3,3.3,87.0,82%
Kristin Hanson,English,2.3,3.6,24.0,60%
Mary-Ann Robak,Chemistry,5.0,5.0,153.0,79%
Michelle Douskey,Chemistry,4.0,3.5,212.0,88%
Swupnil Sahai,Data Science,5.0,3.1,35.0,94%
Lorenzo  Lones,Molecular/Cellular Biology,3.4,3.9,8.0,100%
Rondi Gilbert-Mauldon,English,3.7,3.3,6.0,
Frank Schultz,Business Administration,4.4,2.9,7.0,
Matt Baker,Mathematics,5.0,2.0,1.0,
Douglas Long,Biology,3.4,3.4,9.0,
Nick Wilson,Sociology,5.0,2.0,1.0,
Juan Berumen,Ethnic Studies,3.8,4.3,8.0,84%
Randy Schekman,Biology,2.8,3.9,34.0,36%
Gary Firestone,Biology,4.8,2.1,53.0,93%
Nicholas Paige,French,4.0,3.3,26.0,100%
Katrin Wehrheim,Mathematics,2.0,3.9,123.0,20%
Teresa Smith,Art,3.6,3.4,10.0,
Garrison Sposito,Engineering,3.8,3.0,18.0,
Renate Holub,History,2.7,2.9,34.0,
Minh Nguyen,Public Policy,5.0,1.0,1.0,
Michael Kowen,Sociology,5.0,3.7,3.0,100%
Alexis Brice Bouthier,Mathematics,4.0,2.6,9.0,50%
Marcos Garcia,English,3.5,1.5,2.0,100%
Niek Veldhuis,Near Eastern Studies,5.0,1.0,4.0,100%
Judy Sakanari,Biology,4.6,2.0,5.0,
Liliana Loofbourow,English,4.3,3.0,3.0,
Joseph Jordan,English,4.7,2.4,10.0,
Christopher Goetz,Film,4.5,4.0,2.0,100%
Greg Duncan,Economics,3.0,3.6,20.0,
Glenn Woroch,Economics,3.1,3.1,36.0,
Manuel Vargas,Philosophy,3.3,3.9,7.0,
Carlos Munoz,Ethnic Studies,3.3,2.3,16.0,
Santought Mikaelian,Near Eastern Studies,4.5,1.0,1.0,
Janak Ramakrishnan,Mathematics,2.4,3.6,11.0,
Francesca Giovanini,Peace & Conflict Studies,3.8,3.1,14.0,
Deborah Nolan,Statistics,2.0,3.4,17.0,0%
Per Peterson,Nuclear Engineering,4.5,2.0,2.0,100%
Massimiliano Fratoni,Nuclear Engineering,4.3,2.6,5.0,75%
