Name,Department,Rating,Difficulty,Number of Reviews,Would Take Again
Judith Stilgenbauer,Professor in the Landscape Architecture & Regional Planning department at University of California Berkeley,4,3.9,5,N/A
Bob Buchanan,Professor in the Biology department at University of California Berkeley,2.8,3.7,10,N/A
John Ellwood,Professor in the Public Policy department at University of California Berkeley,4,1,1,N/A
Rada Brooks,Professor in the Business Administration department at University of California Berkeley,3.7,1.6,19,N/A
Kathryn Abrams,Professor in the Legal Studies department at University of California Berkeley,4.6,3.4,7,N/A
Juan Caballero,Professor in the Comparative Literature department at University of California Berkeley,3.5,2.5,6,N/A
RE Panagiotou,Professor in the Not Specified department at University of California Berkeley,5,2,1,N/A
Thaveeporn Vasavakul,Professor in the Asian Studies department at University of California Berkeley,3.3,3.3,3,N/A
Michelle Baron,Professor in the Theatre & Dance department at University of California Berkeley,4.3,3,2,N/A
Katie Brakora,Professor in the Biology department at University of California Berkeley,3.4,3.5,4,N/A
David Cohen,Professor in the Rhetoric department at University of California Berkeley,4,1.5,2,N/A
Richard Kramer,Professor in the Biology department at University of California Berkeley,4.3,2.8,4,N/A
Sean Fitzpatrick,Professor in the Mathematics department at University of California Berkeley,4.5,3,7,N/A
Benoit Dherin,Professor in the Mathematics department at University of California Berkeley,2.9,3.4,10,N/A
Theodore Stadnik,Professor in the Mathematics department at University of California Berkeley,5,4,1,N/A
Barbara Freeman,Professor in the Rhetoric department at University of California Berkeley,2.5,3,1,N/A
Nilgun Bakaraktar,Professor in the Theatre & Dance department at University of California Berkeley,3.8,1,2,N/A
Jonathan Stone,Professor in the Writing department at University of California Berkeley,4,2.3,4,N/A
Sara Boettiger,Professor in the Agriculture department at University of California Berkeley,4.5,2,1,N/A
Avinash Bhardwaj,Professor in the Industrial Engineering department at University of California Berkeley,5,3,1,N/A
K C Rosenak,Professor in the Music department at University of California Berkeley,5,3,3,N/A
Atilla Yilmaz,Professor in the Mathematics department at University of California Berkeley,4.8,3.3,3,N/A
Blake Hausman,Professor in the English department at University of California Berkeley,4,2.5,2,N/A
Justin  Gomer,Professor in the Ethnic Studies department at University of California Berkeley,4.8,2.4,6,100%
Nathan Cheung,Professor in the Electrical Engineering department at University of California Berkeley,1,3,1,N/A
Ramon Jimenez,Professor in the Spanish department at University of California Berkeley,3,2,1,N/A
John Perry,Professor in the Philosophy department at University of California Berkeley,4.2,3.3,3,N/A
Molly Jacobs,Professor in the Scandinavian department at University of California Berkeley,2.9,3.5,4,N/A
Margeret Weir,Professor in the Political Science department at University of California Berkeley,5,3,1,N/A
Savaughn Banks,Professor in the Social Welfare department at University of California Berkeley,4.5,1.5,2,N/A
Tamara Roberts,Professor in the Music department at University of California Berkeley,3.9,1.8,5,N/A
Malcolm Feeley,Professor in the Legal Studies department at University of California Berkeley,3.8,3.6,17,100%
Bryan Brown,Professor in the Mathematics department at University of California Berkeley,N/A,N/A,,N/A
Stephanie Sherman,Professor in the Theatre  Dance department at University of California Berkeley,4.3,2.5,2,100%
Bernard Griego,Professor in the Public Health department at University of California Berkeley,4.7,2.3,17,100%
Martin Renner,Professor in the International Studies department at University of California Berkeley,3.3,3,2,0%
Diane Tober,Professor in the Anthropology department at University of California Berkeley,N/A,N/A,,N/A
Harriet Chiang,Professor in the Journalism department at University of California Berkeley,1,2,1,0%
Miryam Sas,Professor in the Film department at University of California Berkeley,3.4,3.4,14,100%
Roslyn Burns,Professor in the Linguistics department at University of California Berkeley,N/A,N/A,,N/A
Dunbar Ogden,Professor in the Theatre  Dance department at University of California Berkeley,4,2,1,100%
Fareed Ben-Youssef,Professor in the Film department at University of California Berkeley,5,3,1,100%
Jeffrey Bokor,Professor in the Electrical Engineering department at University of California Berkeley,2.4,3.8,3,50%
Felix Gotti,Professor in the Mathematics department at University of California Berkeley,4,3,1,100%
Anthony Long,Professor in the Classics department at University of California Berkeley,4,3,22,67%
David Maldonado,Professor in the African-American Studies department at University of California Berkeley,N/A,N/A,,N/A
Sanjyot Mehendale,Professor in the Near Eastern Studies department at University of California Berkeley,4.3,2.5,10,100%
Mitchell Breitwieser,Professor in the English department at University of California Berkeley,4.8,2.6,47,100%
Chip Sullivan,Professor in the Landscape Architecture & Regional Planning department at University of California Berkeley,4.5,2.6,20,100%
John Veitch,Professor in the Business Administration department at University of California Berkeley,3.5,3,3,100%
Murat Arcak,Professor in the Electrical Engineering department at University of California Berkeley,4,3,7,100%
Trevor Darrell,Professor in the Computer Science department at University of California Berkeley,N/A,N/A,,N/A
Fithawee Tzeggai,Professor in the Sociology department at University of California Berkeley,4,3,1,100%
Kathleen Collins,Professor in the Biology department at University of California Berkeley,2.7,3.3,9,100%
Elie Asmar,Professor in the Business Administration department at University of California Berkeley,N/A,N/A,,N/A
Marion Phillips,Professor in the French department at University of California Berkeley,N/A,N/A,,N/A
Kathryn Mann,Professor in the Mathematics department at University of California Berkeley,4.8,4,2,100%
Wayne Delker,Professor in the Engineering department at University of California Berkeley,1,5,1,0%
Gregory Biging,Professor in the Environ. Sci. Policy & Mgmt. department at University of California Berkeley,3,5,1,0%
Lauren Edelman,Professor in the Legal Studies department at University of California Berkeley,4.2,2.7,6,100%
Prasad Raghavendra,Professor in the Computer Science department at University of California Berkeley,3.5,4.3,5,60%
Theocharis Grigoriadis,Professor in the Political Science department at University of California Berkeley,3,2,2,0%
John Hurst,Professor in the Education department at University of California Berkeley,4.4,1.9,10,100%
Keren Friedman-Peleg,Professor in the Anthropology department at University of California Berkeley,N/A,N/A,,N/A
Patricia Berger,Professor in the Art History department at University of California Berkeley,4.3,2.9,9,100%
Sophie Volpp,Professor in the Chinese department at University of California Berkeley,3.3,3.9,4,100%
Fred Collignon,Professor in the Urban Design & Development department at University of California Berkeley,3.2,3.6,5,N/A
Stanley Brandes,Professor in the Anthropology department at University of California Berkeley,3.5,2.6,30,N/A
Oskar Hallatschek,Professor in the Physics department at University of California Berkeley,2.4,3.3,12,67%
Daniel F. Melia,Professor in the Rhetoric department at University of California Berkeley,2.8,3.2,42,50%
"John ""Jack"" Wagoner",Professor in the Mathematics department at University of California Berkeley,2.1,3.3,64,N/A
Laura Garcia-Moreno,Professor in the Spanish department at University of California Berkeley,4.7,2.7,3,100%
Livi Yoshioka,Professor in the French department at University of California Berkeley,2.7,3.7,15,100%
Edgar Knobloch,Professor in the Physics department at University of California Berkeley,3.8,5,7,100%
Keisha Williams,Professor in the Social Welfare department at University of California Berkeley,1.5,4.5,2,0%
William Turner,Professor in the Mass Communications department at University of California Berkeley,4,4,3,67%
Jenny Tan,Professor in the English department at University of California Berkeley,5,3,1,100%
Rosie Wagner,Professor in the Political Science department at University of California Berkeley,1,2,1,0%
Linda H Rugg,Professor in the Scandinavian department at University of California Berkeley,5,2.9,11,100%
Amy Rust,Professor in the Film department at University of California Berkeley,4.6,2.9,11,N/A
Daniele Boucher,Professor in the French department at University of California Berkeley,3.6,2.4,22,50%
Matt Francis,Professor in the Chemistry department at University of California Berkeley,4.9,3.1,23,100%
Benson Tongue,Professor in the Engineering department at University of California Berkeley,4.5,3.2,19,100%
Ayla Algar,Professor in the Near Eastern Studies department at University of California Berkeley,4.8,2.7,3,N/A
